"id","user_id","content","article_url","original_pictures","retweet_pictures","original","video_url","publish_place","publish_time","publish_tool","up_num","retweet_num","comment_num"
JF8gHym6o,"2806170583",【北海一路口女子驾奔驰撞飞摩托车 摩托车主当场身亡】1月25日，广西北海。铁山港区向海大道与石营线交叉路口发生一起交通事故，一辆奔驰车与一辆二轮摩托车发生碰撞，造成摩托车驾驶员当场死亡及两车不同程度损坏。警方通报称，已当场将肇事车辆驾驶员张某（女，30岁）控制。经检测，未发现张某存在酒驾情况，目前该起事故正在进一步调查处理中。北海一路口女子驾奔驰撞飞摩托车  摩托车主当场身亡                                 ,"",无,,1,无,无,"2021-01-27 17:30",微博 weibo.com,1,3,1
JF84wzp7C,"2806170583","【爷爷下车抽烟5岁孙女被高铁带走，列车关门瞬间爷爷快急疯了】1月26日,湖南怀化。一位爷爷带着孙女乘坐D3965次列车，列车停站间隙，爷爷下车抽烟，烟还没抽完，列车关门发动了，5岁的小孙女独自一人被列车带走。爷爷下车抽烟5岁孙女被高铁带走，列车关门瞬间爷爷快急疯了  ","",无,,1,"https://multimedia.api.weibo.com/2/multimedia/redirect_tencent_video.json?vid=h3224iaxsax&Expires=1611856225&ssig=ELTQIRE9It&KID=unistore,video",无,"2021-01-27 17:00",微博 weibo.com,1,1,1
JF7ZLnHm0,"2806170583",【女子发现男子8年艾滋病史，离异变未婚？】女子发现男子8年艾滋病史，离异变未婚！？丈夫在结婚登记之前未如实告知妻子其患艾滋病8年的事实，妻子在知情一年内向法院起诉请求撤销婚姻，法院会支持她的请求吗？为什么？女子发现男子8年艾滋病史，离异变未婚！？  ,"",无,,1,"https://multimedia.api.weibo.com/2/multimedia/redirect_tencent_video.json?vid=s3224mhg3ln&Expires=1611856225&ssig=ELTQIRE9It&KID=unistore,video",无,"2021-01-27 16:48",微博 weibo.com,3,0,1
JF7SlAsJ2,"2806170583",【男子将刚出生2天女儿卖掉 律师：买卖双方都应追刑责 父亲应剥夺监护资格】1月13日，云南彝良一男子把出生两天女儿卖到大理，被警方解救并交到亲生母亲手中。目前，男子已被依法刑事拘留。对此北京京师律师事务所范辰律师称，孩子被解救回来如果由父亲继续抚养，可能会使孩子仍然进入不安全状态，依据《民法典》的规定应剥夺其监护资格。卖别人的孩子与卖自己的孩子在法律上并无不同，都应追究其刑事责任。买孩子的人涉嫌收买妇女儿童罪，应处三年以下有期徒刑、拘役或者管制。男子将刚出生2天女儿卖掉 律师：买卖双方都应追刑责 父亲应剥夺监护资格                                 ,"",无,,1,无,无,"2021-01-27 16:30",微博 weibo.com,2,5,1
JF7GaEQau,"2806170583",【#官方回应水泥厂擅自将去世员工火化#：家属已签和解协议但还有疑问】近日，江苏溧阳王女士发文称，其父亲所工作的“江苏金峰水泥集团有限公司”在父亲死亡后，在未经家属同意的情况下，将死者包在一块彩色塑料布里放在车辆后备箱中拉去火化。27日@时间视频 致电水泥厂及负责人，电话一直无人接听。溧阳市社渚镇人民政府称，已调查此事，此前双方已和解，家属曾签订和解协议。社渚镇一位负责安全生产的领导表示，目前正在和死者家属当面沟通处理，解答家属疑问。官方回应“水泥厂未经家属同意火化身亡员工”：家属已签和解协议但还有疑问                                 ,"",无,,1,无,无,"2021-01-27 16:00",微博 weibo.com,4,1,4
JF7AdAGog,"2806170583",【2020年十大救援之七：沈海高速“6·13”槽罐车重大爆炸事故救援】2020年６月13日16时41分许，沈海高速浙江台州温岭出口处，一辆载有25.36吨液化石油气、由宁波开往温州的槽罐车发生爆炸，爆炸波及范围半径约400至500米，造成一栋民房局部和两处厂房倒塌，600余间房屋和多辆汽车受损，多人伤亡并有人员在事故中失联。经过38个小时的全力搜救，事故中175名伤员全部获救，所有失联人员全部找到并确认身份。2020年十大救援之七：沈海高速“6·13”槽罐车重大爆炸事故救援                                 ,"",无,,1,无,无,"2021-01-27 15:45",微博 weibo.com,1,0,0
JF7vK7KTg,"2806170583",【陈薇院士回忆出征武汉 如今她带队研发的疫苗保护战友生命健康】2020年1月26日，由中国工程院院士、军事科学院军事医学研究院研究员陈薇领衔的军事医学专家组奉命前出武汉。在接下来的时间里，他们和死神过招、和病毒赛跑，和全国人民一道打赢了那场疫情阻击战。2021年1月26日，军事科学院军事医学研究院抗击新冠肺炎疫情一周年。今天，让我们共同回望那段难忘的战斗时光。@央视军事 陈薇院士回忆出征武汉 如今她带队研发的疫苗保护战友生命健康                                 ,"",无,,1,无,无,"2021-01-27 15:34",微博 weibo.com,1,0,0
JF7seBuAl,"2806170583","【守护特朗普和拜登的美国“007”，因为亚裔面孔一夜爆红！】在拜登的总统就职仪式上，火了两个Joe，一个当然是Joe Biden,另一个是拜登的贴身韩裔特工David Cho（在韩语中，Cho 发作Jo）。这位韩裔保镖究竟什么来头？保卫美国总统的特工和电影里演的一样吗？#冰汝看美国#本期为大家揭秘从特朗普到拜登的“御用保镖”，美国版007。守护特朗普和拜登的美国“007”，因为亚裔面孔一夜爆红！                                 ","",无,,1,无,无,"2021-01-27 15:25",微博 weibo.com,4,1,0
JF7oS0Jgz,"2806170583",【2020年十大救援之六：西藏自治区林芝市巴宜区森林火灾扑救】2020年4月14日17时35分，西藏自治区林芝市巴宜区尼西村附近发生森林火灾，林内腐殖质达10至20厘米，极易燃烧，严重威胁附近村庄和民用炸药库安全。经过森林消防队伍、消防救援队伍、公安、当地武警官兵、民兵和地方干部群众等2000余人历时4昼夜持续扑救，明火于4月18日17时全部扑灭，受威胁的389名群众全部安全转移，所有民爆物品全部安全转运。2020年十大救援之六：西藏自治区林芝市巴宜区森林火灾扑救                                 ,"",无,,1,无,无,"2021-01-27 15:17",微博 weibo.com,2,0,0
JF7gKe0XA,"2806170583",【解放军在台海密集演训会不会引发擦枪走火？ 国台办回应】国台办27日举行例行发布会，发言人朱凤莲表示，解放军在台海地区组织实战化演练，就是坚决维护国家主权和领土完整，严正警告外部势力停止干涉、严正警告“台独”分裂势力停止挑衅。解放军在台海密集演训会不会引发擦枪走火？ 国台办回应  ,"",无,,1,"https://multimedia.api.weibo.com/2/multimedia/redirect_tencent_video.json?vid=u3224zez5qt&Expires=1611856239&ssig=oYiCa3NhVx&KID=unistore,video",无,"2021-01-27 14:57",微博 weibo.com,2,0,0
JF7716Z9f,"2806170583",【杭州现实版樊胜美：姐姐不幸殒命父母索赔为弟弟买房？网友怒了！】1月24日，《杭州和事佬》节目最新一期播出后，一位24岁女生的不幸遭遇和其原生家庭的冷漠令不少网友直呼，简直就是“现实版樊胜美”，而其父母在女儿意外遇难后要求公司赔偿41万，竟是为了给儿子买房攒首付的说辞，更是引发了网友的集体谴责。杭州现实版樊胜美：姐姐不幸殒命父母索赔为弟弟买房？网友怒了！                                 ,"",无,,1,无,无,"2021-01-27 14:33",微博 weibo.com,1,1,0
JF6Tt0UPp,"2806170583",【BBC“重返武汉”，被武汉市民怼了】当被问及“病毒从哪里来？”时，镜头中的武汉市民回答：“这个病毒是从其他国家来到这里的”、“它来自美国”。很显然，武汉市民的答案不是沙磊心中的标准答案，于是他阴阳怪气地声称：“一种非凡的全新叙事站稳了脚跟。”BBC记者武汉街头“挖坑埋雷”，叼烟大姐一句话怼得他“原地爆炸”  ,"",无,,1,"https://multimedia.api.weibo.com/2/multimedia/redirect_tencent_video.json?vid=r3224k2w0pu&Expires=1611856240&ssig=JSju4MUhII&KID=unistore,video",无,"2021-01-27 14:00",微博 weibo.com,5,4,1
JF6JTm8WE,"2806170583",【江西一医生病房被连捅多刀倒在病床 律师：医患纠纷有途径 克制情绪 】1月26日9时许，江西省吉水县人民医院发生恶性伤医事件。据悉，当时该院医生胡某正带着4名医生一起查房，突然蹿出了一名身穿灰色条纹棉服的男子，径直朝着胡某背部、胸部、颈部连刺好几刀，最后医生胡某倒在病床上，案发现场触目惊心。目前嫌疑人43岁曾某升已被警方控制。伤者仍在救治，希望平安。对于此次伤害事件，律师表示~江西一名医生在病房内被连捅多刀 律师：医患纠纷有途径 克制情绪                                 ,"",无,,1,无,无,"2021-01-27 13:36",微博 weibo.com,2,0,0
JF6HhFJba,"2806170583",【消费者反映“go！”猫粮疑致猫中毒死亡 市监部门：正调查产品质量等问题】1月25日，上百名消费者反映自家猫咪在食用从某电商平台购买的“go猫粮”后，出现包括呕吐、拉稀、吐血等严重不良反应，有一些猫被诊断为食物中毒、肾衰，甚至出现死亡案例。消费者怀疑购买的“go猫粮”存在质量问题，联合向平台和质监部门投诉。26日，新京报记者从宁波市鄞州区市监局横溪市场监管所获悉，市监部门正在调查产品质量及仓储问题。消费者反映“go！”猫粮疑致猫中毒死亡 市监部门：正调查产品质量等问题                                 ,"",无,,1,无,无,"2021-01-27 13:30",微博 weibo.com,1,1,1
JF6v75dv4,"2806170583",【不交钱不让入住！西安一酒店让隔离人员在楼下滞留一夜】1月23日，陕西西安。市民赵先生等人22日14天集中隔离解除后，被要求当晚转移到皇城豪门国际酒店继续隔离7天。每天费用460元，需一次性缴纳全款。由于事发突然赵先生等人没有那么多钱，被酒店工作人员拒绝入住，导致在楼下滞留一夜。另一名当事人梁女士表示，她的父母没有带够钱，最后还是她先转了钱才办理入住。对此酒店工作人员表示，这是按照规定执行。不交钱不让入住！西安一酒店让隔离人员在楼下滞留一夜                                 ,"",无,,1,无,无,"2021-01-27 13:00",微博 weibo.com,5,1,3
JF6iW6gLd,"2806170583",【男子小区内遭捆绑殴打后死亡 姐姐：死前被捆住手脚遭多人围殴】1月26日，山西吕梁，穆女士反映自己弟弟穆某钟因地下室漏水，与二楼超市装修管理人员发生纠纷，进而爆发肢体冲突。穆女士称，弟弟被人捆住手脚殴打辱骂，后经抢救无效死亡。小区物业表示，事实情况与穆女士描述不符，目前正在配合警方调查。当地警方发布通报称，已控制涉案人员，穆某钟的死因正在进行医学鉴定。男子小区内遭捆绑殴打后死亡，姐姐：小区里多次发生业主被打事件                                 ,"",无,,1,无,无,"2021-01-27 12:30",微博 weibo.com,2,1,2
JF66L59Bj,"2806170583",【男子辱骂威胁防疫人员还叫嚣“纪委书记是我兄弟”警方：行拘10日】1月26日，河南安阳，一男子欲驾车通过村口防疫卡点时，拒绝配合扫健康码并辱骂威胁执勤人员，还放言“纪委书记是我兄弟”、“三天之内整不了你”。26日晚，当地警方通报称，对涉事男子作出行政拘留10日的处罚。男子辱骂威胁防疫人员还叫嚣“纪委书记是我兄弟”警方：行拘10日                                 ,"",无,,1,无,无,"2021-01-27 12:00",微博 weibo.com,4,2,2
JF60mx10A,"2806170583",【做个人吧！#深挖美国生物实验黑历史#】继承“731部队”遗产、用千人做梅毒实验、研发进攻性生物战武器……坐拥全球200多个军事生物实验室的美国都有哪些“作恶史”？美国最大的生化武器基地，到底研究啥病毒？@小央视频 做个人吧！深挖美国生物实验黑历史  ,"",无,,1,"https://multimedia.api.weibo.com/2/multimedia/redirect_tencent_video.json?vid=j3224lyw0f8&Expires=1611856246&ssig=Y%2BaBBFth%2Fz&KID=unistore,video",无,"2021-01-27 11:44",微博 weibo.com,2,1,0
JF5UA7iZK,"2806170583",【盘点印度阅兵销魂时刻：现场演算数学题，特种兵跳跃进场喜感十足】当地时间1月26日，印度举行共和国日大阅兵，虽然今年没有了摩托车方阵，但是依旧有不少让人过目难忘的销魂时刻。盘点印度阅兵销魂时刻：现场演算数学题，特种兵跳跃进场喜感十足  ,"",无,,1,"https://multimedia.api.weibo.com/2/multimedia/redirect_tencent_video.json?vid=j3224xfqfu9&Expires=1611856247&ssig=i5Iw6o9N7i&KID=unistore,video",无,"2021-01-27 11:30",微博 weibo.com,3,0,1
JF5P5q8Ea,"2806170583",【2020年十大救援之五：山西省大同市同煤集团塔山煤矿冒顶事故救援】2020年4月14日14时45分，山西省大同市同煤集团塔山煤矿井下2205巷距工作面30米处发生冒顶事故，掘进工作面当班13人，8人安全升井，5人被困。事故发生后，救援处置工作立即展开，国家矿山应急救援大同队105人及其他专业力量投入救援。经过近30小时不间断全力施救，5名被困人员于4月15日20时35分全部安全升井。2020年十大救援之五：山西省大同市同煤集团塔山煤矿冒顶事故救援                                 ,"",无,,1,无,无,"2021-01-27 11:16",微博 weibo.com,2,0,0
JF5Jrw8wM,"2806170583",【视频 | 全球新冠确诊突破1亿大关】当地时间26日，美国约翰斯·霍普金斯大学发布的新冠疫情统计数据显示，全球累计确诊病例超过1亿例。视频 | 全球新冠确诊突破1亿大关  ,"",无,,1,"https://multimedia.api.weibo.com/2/multimedia/redirect_tencent_video.json?vid=p32245hov6q&Expires=1611856248&ssig=ik3XuoSuh4&KID=unistore,video",无,"2021-01-27 11:02",微博 weibo.com,0,2,2
JF5Ip6aih,"2806170583",【重庆上百台无人机失控撞向大楼 厂家：事发时在做测试 正排查原因】1月25日晚，重庆来福士广场上百台无人机在飞行时撞向大楼，大量无人机坠落。记者从无人机厂家了解到，当时无人机正在做测试，并非飞行表演，无人受伤，事故原因正在排查。渝中区委宣传部新闻科工作人员表示，来福士方面正在核查相关情况。记者致电来福士购物中心企业传播部门，截至发稿电话无人接听。重庆朝天门来福士广场上百台无人机撞楼 厂家：事发时在做测试 正查原因                                 ,"",无,,1,无,无,"2021-01-27 11:00",微博 weibo.com,1,1,0
JF5DJdrVW,"2806170583",【2020年十大救援之四：湖南省郴州市列车脱轨侧翻事故救援】2020年３月30日11时40分，受连日降雨影响，湖南省郴州市永兴县境内京广线马田墟至栖凤渡站下行K1855+778处发生塌方，T179次（济南-广州）旅客列车行驶至该处时撞上滑塌体脱轨。机车及机后第1至8位车辆脱轨，其中机后第１位脱轨颠覆起火。经过全力奋战，搜救和疏散128名人员，妥善转运525名旅客，明火于3月30日13时50分被扑灭，铁路于3月31日9时48分恢复运行。2020年十大救援之四：湖南省郴州市列车脱轨侧翻事故救援                                 ,"",无,,1,无,无,"2021-01-27 10:48",微博 weibo.com,2,0,0
JF5vmE9Yo,"2806170583","企业界称他为“商界思想家”，地产界称他为学者型的开发商。谈到@冯仑风马牛 ,人们会想起曾经创造财富神话的万通产业、中国发射私人卫星第一人，还有纽约自由塔的第一位租客。盖了大半辈子楼的他，用时代证明着自己，但在和好友@俞敏洪 相聚小酌畅谈时，他却感叹这已经不再是他的时代了。创造了诸多传奇故事的冯仑，自曝5年后要退休写书，甚至重新计划要和万通六君子再度合体？一壶真知佐酒，二两故事下菜，来腾讯新闻观看#酌见节目#，听商业巨鳄聊传奇人生。  腾讯新闻-酌见的微博视频                                 ","",无,,1,无,无,"2021-01-27 10:27",微博 weibo.com,3,0,1
JF5vfdNS1,"2806170583",【好消息！石家庄41例新冠肺炎患者治愈出院 年龄最大73岁最小仅6个月】1月26日，石家庄市人民医院再有41例符合出院标准的新冠肺炎确诊患者出院，3例无症状感染者解除医学观察，均转入康复阶段。其中，年龄最大的73岁，年龄最小的6个月。截至1月26日22时，该院治愈出院的新冠肺炎确诊患者总数达到78例，解除医学观察的无症状感染者8例。所有出院患者均符合国家新冠肺炎诊疗方案规定的出院标准，经国家、省专家审核后出院，并转入康复阶段。好消息！石家庄41例新冠肺炎患者治愈出院 年龄最大73岁最小仅6个月                                 ,"",无,,1,无,无,"2021-01-27 10:27",微博 weibo.com,2,0,0
JF5k3bASq,"2806170583",【江西一搭载务工返乡者客车追尾致7死7伤：客车司机涉多项违法行为】1月26日，一辆搭载赣州籍务工返乡人员客车，在江西寻乌境内追尾一辆货车致客车上7死7伤。寻乌县副县长严志林称，事发路段位于寻乌县与安远县交界处，肇事客车是安远籍牌照，客车上的司机及乘客也均为安远籍。据公安部交管局通报，客车司机涉嫌非法营运、非法改装、超载等，货车也存在严重超载。江西一搭载务工返乡者客车追尾致7死7伤：2人伤势较重 乘客均来自同县                                 ,"",无,,1,无,无,"2021-01-27 10:00",微博 weibo.com,2,0,0
JF55fE61h,"2806170583",【女子骂社区书记“草包”被拘：撤销处罚，派出所所长及办案民警停职】1月26日，毕节市公安局通报“女子称社区书记草包被行拘三日”。经复议查明，任某侮辱他人的行为存在。七星关分局洪山派出所受案后多次通知其前往处理被拒，遂进行异地传唤。经审查，该传唤程序违法，已依法撤销对任某的行政处罚决定。案件涉及派出所所长及办案民警已停职接受调查。经查，社区书记刘某某前夫赵某系七星关分局民警，七星关区纪委监委已成立调查组调查是否存在办关系案、人情案等违法违纪问题。详情：女子骂社区书记“草包”被拘：撤销处罚，派出所所长及办案民警停职毕节警方通报“女子称社区书记草包被行拘”：撤销处罚 派出所长及民警停职                                 ,"",无,,1,无,无,"2021-01-27 09:23",微博 weibo.com,11,3,7
JF4fp0TCk,"2806170583",【“打伞者”说】“打伞者”说  ,"",无,,1,"https://multimedia.api.weibo.com/2/multimedia/redirect_tencent_video.json?vid=i3224ornkh1&Expires=1611856252&ssig=0FbkLfNqU5&KID=unistore,video",无,"2021-01-27 07:15",微博 weibo.com,1,1,0
JFkfL6N6M,"6479255096",【#小微爱豆生日会#】#吴昕0129生日快乐#你是一名活泼有趣，送来欢乐的优秀主持人；也是一名敢于挑战，带来惊喜的影视新星！镜头前的你～独具魅力，耀眼明朗。生活中的你～踏实上进，温柔暖心。我们都喜欢你在#吴昕明星大侦探# 里传递出来的快乐！新的一年，愿你自在随“昕”，平安顺意。生日快乐！@吴昕你是抬头仰望闪耀璀璨的小美好，努力拼搏过后会成为更好，更优秀的自己，祝吴昕0129生日快乐！#最IN资讯                                  ,"",无,,1,无,无,"2021-01-29 00:00",吴昕超话,115,5,45
JFjS13TQJ,"6479255096",#和平精英[超话]# 还在为和平精英的角色捏不出好看的颜值、无法凸显自己的气质而烦恼吗，微视于1月28日-2月17日上线#和平精英捏脸#挑战赛，看各路大神秀出自己的捏脸神作，也可以分享自己的捏脸作品在微视上传参加活动，更有Q币奖励等你赢取，百变捏脸，彰显自我，快来参加吧！#看游戏上微视# 腾讯微视的微博视频                                 ,"",无,,1,无,无,"2021-01-28 23:02",无,1,0,4
JFjqzf2ia,"6479255096",#马可结婚# 28日，@演员马可 发文晒出婚戒宣布结婚：“谢谢大家的关心，两年多的家庭生活，在爱与被爱中学会责任、体会幸福，感谢生活让我成长”。据悉，马可曾饰演《花千骨》中的杀阡陌，《思美人》中的屈原等角色。恭喜恭喜啦  [组图共2张] 原图 ,"","http://ww4.sinaimg.cn/large/0074uiesgy1gn3r3guaxdj30vj0evn1j.jpg,http://ww1.sinaimg.cn/large/0074uiesgy1gn3r3i13chj30sg0gmk4r.jpg",,1,无,无,"2021-01-28 21:54",演员马可超话,26,3,10
JFjnjrVDV,"6479255096",小可爱们#你最常用的爱豆表情包#都有哪些鸭？赶紧来救救小微最近表情包匮乏的问题吧#小微喊你来聊天#  原图 ,"",http://wx1.sinaimg.cn/large/0074uiesgy1gn3qusbylfj30k00k040h.jpg,,1,无,无,"2021-01-28 21:46",无,113,1,78
JFj7Z9Tlr,"6479255096",#郎朗吉娜得子##郎朗吉娜一家三口握手照# 28日，@郎朗 @吉娜爱丽丝Gina 一起晒出一家三口握手照，宣布升级当爸妈：“家庭音乐会的小听众，他来了”！2019年6月2日，郎朗在微博晒出九宫格婚纱照宣布了结婚喜讯，2020年10月15日，郎朗宣布妻子吉娜怀孕。小微在此说声恭喜恭喜鸭#郎朗吉娜升级当爸妈#郎朗吉娜晒出三口握手照，宣布升级当爸妈，希望小宝贝健康快乐长大~#最IN资讯                                  ,"",无,,1,无,无,"2021-01-28 21:08",无,9,3,8
JFikXp4ds,"6479255096",#中高风险地区停止一切线下校外培训#1月28日，教育部发布关于切实加强寒假期间校外培训场所疫情防控和规范管理工作的最新要求，疫情中高风险等级地区，必须停止一切线下校外培训活动。校外培训行为，不得超标超前培训加重学生负担，不得一次性收取或变相收取时间跨度超过3个月的费用。#中高风险区停止一切线下校外培训#（都市快报）1月28日，教育部发布提醒：中高风险区停止一切线下校外培训#热点追踪                                  ,"",无,,1,无,无,"2021-01-28 19:08",无,2,0,7
JFikO1cWD,"6479255096",【警方通报：#张家口女子恶意推倒老人已被抓获# 老人左手骨折】1月25日，河北张家口。一名老人和一女子先后在人行道行走，随后女子故意伸肘将老人撞倒在马路上，看一眼后扬长而去。28日，张家口市公安局发布通报称，目前已将推倒老人的女子孙某控制，老人左手骨折，已送医院治疗。另据红星新闻报道，#无故推倒老人女子患有精神疾病#。（沸点视频）最新进展！张家口老人被恶意推倒致左手骨折 警方：涉事女子已被控制                                 ,"",无,,1,无,无,"2021-01-28 19:07",无,3,2,2
JFieU8IJd,"6479255096",【暖心之举！这地#老年人刷身份证可核验健康码#】1月28日#春运#首日，刷身份证核验健康码的“健康防疫核验系统”在广东省汽车客运站长者绿色通道正式启用。在工作人员指引下，老年人将身份证放在识别设备上方停留2秒，“粤康码”信息实时出现在电脑屏幕上，绿码的旅客快速有序通行。（新华视点）暖心之举！这地老年人刷身份证可核验健康码#热点追踪                                  ,"",无,,1,无,无,"2021-01-28 18:53",无,1,2,0
JFhKYaDjU,"6479255096",#微视鹅选日#广州站刚结束，大深圳就来了！💥这些产品再不买怎么过年😆新年有它锦上添花🈶iPhone12/pro/pro max 3个机型、贵州飞天茅台43度、雅诗兰黛小棕瓶、华为mate30 pro、 、戴森加湿器、泸州老窖特曲52度、山西杏花村百年汾杏酒，🈵足‼新年买它欢欢喜喜🈶田园居土鸡蛋1元十枚、立白1元洗衣液、后天气丹套装、盼盼牛气冲天礼盒、特仑苏牛奶礼盒装、伊利安慕希酸奶、三只松鼠坚果礼包、徐香猕猴桃，🈵足‼今晚深圳站好物大放出，记得1月28日晚19:30-23:30上微视搜索【微视鹅选日 】抢抢抢[Party]             [组图共5张]      原图                             ,"","http://ww2.sinaimg.cn/large/0074uiesgy1gn3jppk0pjj31lv2d47wj.jpg,http://ww4.sinaimg.cn/large/0074uiesgy1gn3jptlrgdj31lv23tnpe.jpg,http://ww3.sinaimg.cn/large/0074uiesgy1gn3jpwi4l2j31lv1ylb2a.jpg,http://ww1.sinaimg.cn/large/0074uiesgy1gn3jpmba9fj31lv1vsqv6.jpg,http://ww1.sinaimg.cn/large/0074uiesgy1gn3jpz950jj31lv21o7wj.jpg",,1,无,无,"2021-01-28 17:39",无,1,0,1
JFhqQCCWT,"6479255096",#李斯丹妮发长文告别乘风破浪之旅# 姐姐团综《姐姐的爱乐之城》收官啦李斯丹妮的姐姐之旅也划上了句号。从《李扯火》到《姐不会先出手》，李斯丹妮给我们带来了太多太多的惊喜，再见是为下一次更好的重逢，姐姐毕业快乐，妮会越来越好的李斯丹妮发长文告别乘风破浪之旅，字里行间都好催泪#最IN资讯   ,"",无,,1,"http://v.weishi.qq.com/v.weishi.qq.com/gzc_1047_1047_0b53kmajaaaajyaonnas6bqbouyesbcabfca.f70.mp4?dis_k=87f0eca0a2ed37aecdd61d9fb0c97af0&dis_t=1611823787&fromtag=0&pver=1.0.0&wsadapt=_0128164947__196694137_0_0_0_27_999_0_0_0_0_0&qua=&Expires=1611856299&ssig=PuL8JByIVe&KID=unistore,video",无,"2021-01-28 16:49",李斯丹妮超话,254,11,51
JFhcb442D,"6479255096",【#重庆一批进口冻鸡脚内外包装阳性#】#关注新冠肺炎# 1月27日晚，重庆市合川区中农联合川农贸城一批俄罗斯进口冷冻鸡脚内外包装抽样核酸检测结果为阳性。经查，该批次冷冻鸡脚从深圳发往合川，共1804件，均已就地封存。截至1月28日上午7点，经合川区疾控中心采集14名暴露人员(两次核酸采集)，农贸城其他排查人员97人，冻货、环境、内外包装及搬运工具等样本210份进行核酸检测，结果均为阴性；相关人员均按照规定实行健康管理。（央视新闻客户端）重庆一批进口冻鸡脚内外包装阳性，共1804件，均已就地封存#热点追踪                                  ,"",无,,1,无,无,"2021-01-28 16:13",无,4,0,3
JFhbYDben,"6479255096",【#爷爷闯红灯孙女阻拦未果两人被撞#  监控记录揪心一幕】近日，福建莆田。爷爷带4岁孙女闯红灯，孙女两次拖拽劝阻，爷爷不顾劝阻强行拉着孙女过马路，结果悲剧发生，爷爷和孙女被撞倒在地。监控中，孙女被撞倒后立即爬起，而爷爷却一直倒地不起。 [北京头条]孙女阻拦爷爷闯红灯未果俩人被撞，监控记录揪心一幕让人无语  ,"",无,,1,"http://v.weishi.qq.com/v.weishi.qq.com/gzc_1047_1047_0b53eqaccaaahiadahisk5qbojaeeezqajka.f70.mp4?dis_k=522a5e3960ce7eb3bb0a6e754bc33c9d&dis_t=1611821588&fromtag=0&pver=1.0.0&wsadapt=_0128161308__196696619_0_0_0_27_999_0_0_0_0_0&qua=&Expires=1611856300&ssig=8GlpzZ39Ku&KID=unistore,video",无,"2021-01-28 16:13",无,3,0,2
JFhb0pNAd,"6479255096",#创造营#2021#创4阵容##创4助教郑乃馨# 国际学员助教@硬糖少女303-郑乃馨 副本地图全貌释放，国际体验服的各位学员们，一起闯关吧  [组图共2张] 原图 ,"","http://ww2.sinaimg.cn/large/0074uiesgy1gn3h5sghhpj30u00u0jxk.jpg,http://ww2.sinaimg.cn/large/0074uiesgy1gn3h5rs9ysj30u01qsand.jpg",,1,无,无,"2021-01-28 16:10",郑乃馨超话,875,134,164
JFh919oeg,"6479255096",#刘耀文戴胖头鱼头套# 哈哈哈哈，戴上胖头鱼头套憨憨小可爱摘下头套变身大帅哥，舞台上又酷又A有趣的灵魂+帅气的外表=完美偶像刘耀文 刘耀文就是个憨憨吧，戴个头套就不知道你是谁了吗？假装猜不到猜不到！#最IN资讯   ,"",无,,1,"http://v.weishi.qq.com/v.weishi.qq.com/gzc_1047_1047_0b532yac6aaaiyaftgislfqbpvqef7aqak2a.f70.mp4?dis_k=3245f4fd149c32ab1bb09529c988a885&dis_t=1611822938&fromtag=0&pver=1.0.0&wsadapt=_0128163538__196694121_0_0_0_27_999_0_0_0_0_0&qua=&Expires=1611856301&ssig=HtQQLrHsmp&KID=unistore,video",无,"2021-01-28 16:05",刘耀文超话,6,1,2
JFh6Ue3ix,"6479255096",#创4阵容##创造营#2021持续官宣啦发起人团成员 ：周深、刘逸云、周震南#创4发起人团阵容#持续期待ing《创造营2021》官宣发起人团成员周深、周震南、刘逸云，期待新一代男团的诞生！ #最IN资讯  ,"",无,,1,"http://v.weishi.qq.com/v.weishi.qq.com/gzc_1047_1047_0b53hqaiuaaaviaoapqs5bqbopaerivqbdsa.f70.mp4?dis_k=78146a657375c740f8044750ad059432&dis_t=1611820839&fromtag=0&pver=1.0.0&wsadapt=_0128160039__196694018_0_0_0_27_999_0_0_0_0_0&qua=&Expires=1611856301&ssig=rGGdoIrnWE&KID=unistore,video",无,"2021-01-28 16:00",无,14,1,7
JFgSaBvKl,"6479255096",【#通化疫情0号传染源确认# 检察机关提前介入】2021年1月22日，通化市东昌区人民检察院对通化市东昌区新站街“源升品质生活坊”妨害传染病防治案提前介入、引导侦查。经查，此次疫情系因通化市东昌区新站街“源升品质生活坊”经营者季某某于2021年1月9日聘请黑龙江籍人员林某某（该人系新冠肺炎无症状感染者，通化市疫情“0号传染源”）到通化市东昌区为其产品进行销售宣传引起。通化市公安局东昌区分局于2021年1月17日对该案以妨害传染病防治罪立案侦查。[央视网]吉林通化疫情“0号传染源”确认 当地检察机关已提前介入                                 ,"",无,,1,无,无,"2021-01-28 15:24",无,3,1,0
JFgOqCIzi,"6479255096",【#福建猝死公交司机被认定为工伤#】据福建福清市人社局，28日中午，突发心梗司机陈祖军的《认定工伤决定书》已出，写道：“陈祖军同志受到的事故伤害，符合《工伤保险条例》第十五条第一项规定，属于工伤认定范围，现予以视同为工伤。”福清市交通局将确保赔偿金及时赔付到位。（人民日报记者王崟欣） 公交司机猝死已被认定为工伤 人社局：赔偿由用人单位支付                                 ,"",无,,1,无,无,"2021-01-28 15:15",无,7,2,2
