Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2007,2,1,4,1018,1020,1113,1125,WN,1214,N606SW,55,65,41,-12,-2,LAS,SAN,258,2,12,0,,0,0,0,0,0,0
2007,2,1,4,808,810,907,915,WN,1480,N657SW,59,65,45,-8,-2,LAS,SAN,258,2,12,0,,0,0,0,0,0,0
2007,2,1,4,1354,1355,1451,1500,WN,1976,N444WN,57,65,43,-9,-1,LAS,SAN,258,2,12,0,,0,0,0,0,0,0
2007,2,1,4,1912,1910,2006,2010,WN,2067,N684,54,60,42,-4,2,LAS,SAN,258,2,10,0,,0,0,0,0,0,0
2007,2,1,4,733,735,829,835,WN,2078,N322,56,60,43,-6,-2,LAS,SAN,258,2,11,0,,0,0,0,0,0,0
2007,2,1,4,1523,1525,1618,1630,WN,2466,N485WN,55,65,43,-12,-2,LAS,SAN,258,2,10,0,,0,0,0,0,0,0
2007,2,1,4,626,630,720,730,WN,2749,N453WN,54,60,41,-10,-4,LAS,SAN,258,2,11,0,,0,0,0,0,0,0
2007,2,1,4,1950,1950,2048,2050,WN,2860,N680,58,60,43,-2,0,LAS,SAN,258,2,13,0,,0,0,0,0,0,0
2007,2,1,4,2156,2120,2303,2220,WN,2879,N749SW,67,60,40,43,36,LAS,SAN,258,9,18,0,,0,2,0,7,0,34
2007,2,1,4,913,920,1340,1355,WN,663,N777QC,147,155,128,-15,-7,LAS,SAT,1069,4,15,0,,0,0,0,0,0,0
2007,2,1,4,1710,1655,2131,2130,WN,2381,N505,141,155,122,1,15,LAS,SAT,1069,3,16,0,,0,0,0,0,0,0
2007,2,1,4,2011,1935,25,5,WN,2674,N374SW,134,150,122,20,36,LAS,SAT,1069,3,9,0,,0,0,0,1,0,19
2007,2,1,4,1155,1155,1627,1630,WN,2925,N346,152,155,128,-3,0,LAS,SAT,1069,3,21,0,,0,0,0,0,0,0
2007,2,1,4,1759,1755,16,30,WN,1276,N254WN,197,215,184,-14,4,LAS,SDF,1624,3,10,0,,0,0,0,0,0,0
2007,2,1,4,1058,1050,1333,1330,WN,815,N226WN,155,160,138,3,8,LAS,SEA,866,6,11,0,,0,0,0,0,0,0
2007,2,1,4,1429,1430,1709,1710,WN,1997,N641SW,160,160,146,-1,-1,LAS,SEA,866,4,10,0,,0,0,0,0,0,0
2007,2,1,4,2025,2025,2257,2305,WN,2723,N788SA,152,160,136,-8,0,LAS,SEA,866,7,9,0,,0,0,0,0,0,0
2007,2,1,4,927,915,1049,1040,WN,582,N361,82,85,63,9,12,LAS,SJC,386,3,16,0,,0,0,0,0,0,0
2007,2,1,4,2131,2120,2243,2240,WN,709,N467WN,72,80,60,3,11,LAS,SJC,386,3,9,0,,0,0,0,0,0,0
2007,2,1,4,1400,1400,1516,1525,WN,985,N483WN,76,85,66,-9,0,LAS,SJC,386,1,9,0,,0,0,0,0,0,0
2007,2,1,4,1939,1940,2051,2100,WN,1315,N205WN,72,80,62,-9,-1,LAS,SJC,386,2,8,0,,0,0,0,0,0,0
2007,2,1,4,600,600,717,720,WN,1621,N450WN,77,80,61,-3,0,LAS,SJC,386,2,14,0,,0,0,0,0,0,0
2007,2,1,4,1104,1105,1222,1230,WN,1931,N737JW,78,85,60,-8,-1,LAS,SJC,386,2,16,0,,0,0,0,0,0,0
2007,2,1,4,1707,1645,1831,1810,WN,2705,N605SW,84,85,62,21,22,LAS,SJC,386,2,20,0,,0,3,0,0,0,18
2007,2,1,4,2123,2125,2337,2340,WN,243,N619SW,74,75,63,-3,-2,LAS,SLC,368,3,8,0,,0,0,0,0,0,0
2007,2,1,4,1028,1030,1252,1250,WN,283,N689SW,84,80,67,2,-2,LAS,SLC,368,4,13,0,,0,0,0,0,0,0
2007,2,1,4,1921,1920,2139,2135,WN,551,N238WN,78,75,66,4,1,LAS,SLC,368,3,9,0,,0,0,0,0,0,0
2007,2,1,4,559,600,822,820,WN,718,N382SW,83,80,68,2,-1,LAS,SLC,368,3,12,0,,0,0,0,0,0,0
2007,2,1,4,2104,2055,2330,2310,WN,1024,N309SW,86,75,67,20,9,LAS,SLC,368,4,15,0,,0,9,0,11,0,0
2007,2,1,4,820,820,1037,1040,WN,1618,N621SW,77,80,66,-3,0,LAS,SLC,368,2,9,0,,0,0,0,0,0,0
2007,2,1,4,1343,1340,1600,1600,WN,1922,N406WN,77,80,61,0,3,LAS,SLC,368,3,13,0,,0,0,0,0,0,0
2007,2,1,4,1537,1535,1804,1800,WN,2942,N684,87,85,65,4,2,LAS,SLC,368,6,16,0,,0,0,0,0,0,0
2007,2,1,4,2155,2150,2325,2315,WN,618,N490WN,90,85,69,10,5,LAS,SMF,397,8,13,0,,0,0,0,0,0,0
2007,2,1,4,1241,1210,1401,1345,WN,690,N745SW,80,95,66,16,31,LAS,SMF,397,3,11,0,,0,14,0,0,0,2
2007,2,1,4,2026,2005,2150,2130,WN,753,N331,84,85,69,20,21,LAS,SMF,397,4,11,0,,0,0,0,10,0,10
2007,2,1,4,948,950,1112,1115,WN,764,N264LV,84,85,66,-3,-2,LAS,SMF,397,3,15,0,,0,0,0,0,0,0
2007,2,1,4,1939,1910,2058,2035,WN,1149,N470WN,79,85,64,23,29,LAS,SMF,397,4,11,0,,0,1,0,0,0,22
2007,2,1,4,1536,1535,1702,1700,WN,1372,N382SW,86,85,70,2,1,LAS,SMF,397,4,12,0,,0,0,0,0,0,0
2007,2,1,4,640,640,757,805,WN,2278,N419WN,77,85,67,-8,0,LAS,SMF,397,2,8,0,,0,0,0,0,0,0
2007,2,1,4,650,650,743,750,WN,489,N204WN,53,60,38,-7,0,LAS,SNA,226,4,11,0,,0,0,0,0,0,0
2007,2,1,4,2113,2115,2214,2215,WN,898,N761RR,61,60,37,-1,-2,LAS,SNA,226,7,17,0,,0,0,0,0,0,0
2007,2,1,4,1819,1810,1915,1910,WN,1112,N421LV,56,60,38,5,9,LAS,SNA,226,4,14,0,,0,0,0,0,0,0
2007,2,1,4,1330,1310,1426,1415,WN,1426,N439WN,56,65,41,11,20,LAS,SNA,226,5,10,0,,0,0,0,0,0,0
2007,2,1,4,925,925,1014,1025,WN,2709,N790SW,49,60,38,-11,0,LAS,SNA,226,4,7,0,,0,0,0,0,0,0
2007,2,1,4,1215,1215,1723,1720,WN,2410,N499WN,188,185,162,3,0,LAS,STL,1372,4,22,0,,0,0,0,0,0,0
2007,2,1,4,1944,1945,32,45,WN,2782,N439WN,168,180,155,-13,-1,LAS,STL,1372,4,9,0,,0,0,0,0,0,0
2007,2,1,4,1635,1605,2333,2310,WN,2348,N799SW,238,245,207,23,30,LAS,TPA,1984,3,28,0,,0,0,0,0,0,23
2007,2,1,4,1425,1425,1910,1855,WN,198,N528,165,150,127,15,0,LAS,TUL,1076,4,34,0,,0,0,0,15,0,0
2007,2,1,4,1653,1645,1906,1900,WN,590,N331,73,75,51,6,8,LAS,TUS,365,3,19,0,,0,0,0,0,0,0
2007,2,1,4,1946,1940,2156,2150,WN,736,N384SW,70,70,51,6,6,LAS,TUS,365,3,16,0,,0,0,0,0,0,0
2007,2,1,4,2141,2135,2347,2345,WN,1170,N459WN,66,70,49,2,6,LAS,TUS,365,4,13,0,,0,0,0,0,0,0
2007,2,1,4,1253,1245,1456,1500,WN,1245,N229WN,63,75,52,-4,8,LAS,TUS,365,2,9,0,,0,0,0,0,0,0
2007,2,1,4,1106,1100,1313,1315,WN,1668,N619SW,67,75,49,-2,6,LAS,TUS,365,3,15,0,,0,0,0,0,0,0
2007,2,1,4,701,705,909,920,WN,2687,N689SW,68,75,51,-11,-4,LAS,TUS,365,3,14,0,,0,0,0,0,0,0
2007,2,1,4,1730,1640,2024,1930,WN,227,N373,114,110,86,54,50,LAX,ABQ,677,6,22,0,,0,9,0,4,0,41
2007,2,1,4,1950,1955,2231,2240,WN,265,N631SW,101,105,90,-9,-5,LAX,ABQ,677,3,8,0,,0,0,0,0,0,0
2007,2,1,4,1308,1305,1553,1550,WN,521,N726SW,105,105,86,3,3,LAX,ABQ,677,3,16,0,,0,0,0,0,0,0
2007,2,1,4,930,930,1210,1215,WN,1247,N673,100,105,90,-5,0,LAX,ABQ,677,4,6,0,,0,0,0,0,0,0
2007,2,1,4,1042,1045,1522,1530,WN,1693,N351,160,165,149,-8,-3,LAX,AUS,1242,3,8,0,,0,0,0,0,0,0
2007,2,1,4,815,810,1344,1355,WN,123,N253WN,209,225,197,-11,5,LAX,BNA,1797,5,7,0,,0,0,0,0,0,0
2007,2,1,4,1509,1510,2101,2055,WN,2658,N757LV,232,225,198,6,-1,LAX,BNA,1797,28,6,0,,0,0,0,0,0,0
2007,2,1,4,1013,1015,1538,1600,WN,2713,N446WN,205,225,195,-22,-2,LAX,BNA,1797,5,5,0,,0,0,0,0,0,0
2007,2,1,4,1246,1235,2014,2025,WN,223,N426WN,268,290,259,-11,11,LAX,BWI,2329,3,6,0,,0,0,0,0,0,0
2007,2,1,4,849,845,1622,1635,WN,992,N413WN,273,290,263,-13,4,LAX,BWI,2329,3,7,0,,0,0,0,0,0,0
2007,2,1,4,1322,1240,1609,1530,WN,493,N644SW,107,110,90,39,42,LAX,ELP,714,3,14,0,,0,0,0,0,0,39
2007,2,1,4,845,845,1124,1135,WN,1350,N627SW,99,110,88,-11,0,LAX,ELP,714,4,7,0,,0,0,0,0,0,0
2007,2,1,4,1755,1755,2036,2045,WN,1577,N366,101,110,87,-9,0,LAX,ELP,714,3,11,0,,0,0,0,0,0,0
2007,2,1,4,NA,1845,NA,2350,WN,563,0,NA,185,NA,NA,NA,LAX,HOU,1390,0,0,1,A,0,0,0,0,0,0
2007,2,1,4,1532,1525,2021,2030,WN,604,N733SA,169,185,154,-9,7,LAX,HOU,1390,6,9,0,,0,0,0,0,0,0
2007,2,1,4,745,745,1242,1250,WN,1172,N357,177,185,165,-8,0,LAX,HOU,1390,3,9,0,,0,0,0,0,0,0
2007,2,1,4,1104,1055,1546,1600,WN,1739,N217JC,162,185,153,-14,9,LAX,HOU,1390,3,6,0,,0,0,0,0,0,0
2007,2,1,4,2026,2025,2130,2125,WN,104,N227WN,64,60,47,5,1,LAX,LAS,236,4,13,0,,0,0,0,0,0,0
2007,2,1,4,1725,1725,1824,1825,WN,355,N778SW,59,60,47,-1,0,LAX,LAS,236,4,8,0,,0,0,0,0,0,0
2007,2,1,4,1556,1555,1702,1655,WN,1096,N234WN,66,60,50,7,1,LAX,LAS,236,4,12,0,,0,0,0,0,0,0
2007,2,1,4,935,935,1037,1040,WN,1156,N730SW,62,65,49,-3,0,LAX,LAS,236,3,10,0,,0,0,0,0,0,0
2007,2,1,4,1940,1940,2040,2040,WN,1193,N629SW,60,60,47,0,0,LAX,LAS,236,5,8,0,,0,0,0,0,0,0
2007,2,1,4,1229,1230,1320,1330,WN,1362,N732SW,51,60,41,-10,-1,LAX,LAS,236,4,6,0,,0,0,0,0,0,0
2007,2,1,4,609,610,719,715,WN,2175,N319,70,65,50,4,-1,LAX,LAS,236,3,17,0,,0,0,0,0,0,0
2007,2,1,4,2210,2210,2307,2310,WN,2333,N413WN,57,60,48,-3,0,LAX,LAS,236,4,5,0,,0,0,0,0,0,0
2007,2,1,4,1515,1435,1610,1535,WN,2348,N799SW,55,60,46,35,40,LAX,LAS,236,3,6,0,,0,33,0,0,0,2
2007,2,1,4,815,815,916,920,WN,2468,N326,61,65,49,-4,0,LAX,LAS,236,3,9,0,,0,0,0,0,0,0
2007,2,1,4,1848,1810,1945,1910,WN,2674,N374SW,57,60,45,35,38,LAX,LAS,236,4,8,0,,0,2,0,0,0,33
2007,2,1,4,1120,1120,1226,1220,WN,2880,N229WN,66,60,48,6,0,LAX,LAS,236,5,13,0,,0,0,0,0,0,0
2007,2,1,4,2154,2140,2257,2245,WN,2972,N369,63,65,48,12,14,LAX,LAS,236,5,10,0,,0,0,0,0,0,0
2007,2,1,4,712,710,815,810,WN,2984,N211WN,63,60,49,5,2,LAX,LAS,236,5,9,0,,0,0,0,0,0,0
2007,2,1,4,911,915,1418,1425,WN,258,N394SW,187,190,173,-7,-4,LAX,MCI,1363,5,9,0,,0,0,0,0,0,0
2007,2,1,4,1418,1420,1913,1925,WN,490,N389SW,175,185,163,-12,-2,LAX,MCI,1363,5,7,0,,0,0,0,0,0,0
2007,2,1,4,1833,1825,2327,2330,WN,756,N423WN,174,185,158,-3,8,LAX,MCI,1363,7,9,0,,0,0,0,0,0,0
2007,2,1,4,1250,1245,1758,1800,WN,1637,N361,188,195,165,-2,5,LAX,MCI,1363,13,10,0,,0,0,0,0,0,0
2007,2,1,4,1233,1235,1808,1830,WN,574,N474WN,215,235,203,-22,-2,LAX,MDW,1750,5,7,0,,0,0,0,0,0,0
2007,2,1,4,648,630,1226,1220,WN,1810,N738CB,218,230,208,6,18,LAX,MDW,1750,3,7,0,,0,0,0,0,0,0
2007,2,1,4,1428,1430,2007,2020,WN,1843,N737JW,219,230,206,-13,-2,LAX,MDW,1750,7,6,0,,0,0,0,0,0,0
2007,2,1,4,NA,1745,NA,2335,WN,2005,0,NA,230,NA,NA,NA,LAX,MDW,1750,0,0,1,A,0,0,0,0,0,0
2007,2,1,4,1056,1055,1634,1645,WN,2185,N755SA,218,230,208,-11,1,LAX,MDW,1750,4,6,0,,0,0,0,0,0,0
2007,2,1,4,1946,1855,121,40,WN,2469,N744SW,215,225,203,41,51,LAX,MDW,1750,5,7,0,,0,41,0,0,0,0
2007,2,1,4,759,800,1335,1350,WN,2614,N472WN,216,230,207,-15,-1,LAX,MDW,1750,4,5,0,,0,0,0,0,0,0
2007,2,1,4,1530,1530,1639,1645,WN,165,N427WN,69,75,57,-6,0,LAX,OAK,337,4,8,0,,0,0,0,0,0,0
2007,2,1,4,1902,1900,2015,2015,WN,226,N614SW,73,75,58,0,2,LAX,OAK,337,3,12,0,,0,0,0,0,0,0
2007,2,1,4,1630,1630,1743,1745,WN,359,N387SW,73,75,62,-2,0,LAX,OAK,337,5,6,0,,0,0,0,0,0,0
2007,2,1,4,958,1000,1108,1115,WN,454,N611SW,70,75,59,-7,-2,LAX,OAK,337,5,6,0,,0,0,0,0,0,0
2007,2,1,4,1132,1130,1241,1245,WN,614,N309SW,69,75,58,-4,2,LAX,OAK,337,3,8,0,,0,0,0,0,0,0
2007,2,1,4,1200,1200,1310,1315,WN,688,N684,70,75,58,-5,0,LAX,OAK,337,4,8,0,,0,0,0,0,0,0
2007,2,1,4,828,830,935,940,WN,729,N385SW,67,70,57,-5,-2,LAX,OAK,337,3,7,0,,0,0,0,0,0,0
2007,2,1,4,1302,1300,1413,1415,WN,846,N384SW,71,75,56,-2,2,LAX,OAK,337,4,11,0,,0,0,0,0,0,0
2007,2,1,4,1702,1700,1816,1815,WN,867,N326,74,75,59,1,2,LAX,OAK,337,7,8,0,,0,0,0,0,0,0
2007,2,1,4,1458,1500,1608,1615,WN,1239,N325,70,75,59,-7,-2,LAX,OAK,337,4,7,0,,0,0,0,0,0,0
2007,2,1,4,1730,1730,1845,1845,WN,1244,N378SW,75,75,57,0,0,LAX,OAK,337,5,13,0,,0,0,0,0,0,0
2007,2,1,4,901,900,1010,1015,WN,1298,N635SW,69,75,59,-5,1,LAX,OAK,337,5,5,0,,0,0,0,0,0,0
2007,2,1,4,NA,1600,NA,1715,WN,1484,0,NA,75,NA,NA,NA,LAX,OAK,337,0,0,1,A,0,0,0,0,0,0
2007,2,1,4,2027,2030,2137,2140,WN,1660,N734SA,70,70,57,-3,-3,LAX,OAK,337,4,9,0,,0,0,0,0,0,0
2007,2,1,4,600,600,723,715,WN,1695,N354,83,75,59,8,0,LAX,OAK,337,8,16,0,,0,0,0,0,0,0
2007,2,1,4,2127,2100,2240,2210,WN,1702,N240WN,73,70,57,30,27,LAX,OAK,337,5,11,0,,0,0,0,3,0,27
2007,2,1,4,1956,2000,2106,2110,WN,1830,N388SW,70,70,58,-4,-4,LAX,OAK,337,5,7,0,,0,0,0,0,0,0
2007,2,1,4,704,700,813,810,WN,2192,N670SW,69,70,58,3,4,LAX,OAK,337,4,7,0,,0,0,0,0,0,0
2007,2,1,4,1401,1400,1513,1515,WN,2303,N364,72,75,59,-2,1,LAX,OAK,337,5,8,0,,0,0,0,0,0,0
2007,2,1,4,1832,1830,1944,1945,WN,2383,N396SW,72,75,57,-1,2,LAX,OAK,337,6,9,0,,0,0,0,0,0,0
2007,2,1,4,1803,1800,1918,1915,WN,2482,N667SW,75,75,55,3,3,LAX,OAK,337,8,12,0,,0,0,0,0,0,0
2007,2,1,4,802,800,913,915,WN,2662,N525,71,75,62,-2,2,LAX,OAK,337,4,5,0,,0,0,0,0,0,0
2007,2,1,4,1337,1335,2114,2135,WN,110,N456WN,277,300,262,-21,2,LAX,PHL,2401,8,7,0,,0,0,0,0,0,0
2007,2,1,4,NA,700,NA,1500,WN,1280,0,NA,300,NA,NA,NA,LAX,PHL,2401,0,0,1,A,0,0,0,0,0,0
2007,2,1,4,2012,2010,2225,2225,WN,196,N260WN,73,75,59,0,2,LAX,PHX,370,7,7,0,,0,0,0,0,0,0
2007,2,1,4,1534,1530,1748,1745,WN,761,N756SA,74,75,61,3,4,LAX,PHX,370,5,8,0,,0,0,0,0,0,0
2007,2,1,4,1910,1910,2124,2125,WN,907,N703SW,74,75,61,-1,0,LAX,PHX,370,6,7,0,,0,0,0,0,0,0
2007,2,1,4,1651,1650,1903,1910,WN,1238,N251WN,72,80,61,-7,1,LAX,PHX,370,6,5,0,,0,0,0,0,0,0
2007,2,1,4,1858,1830,2113,2050,WN,1329,N338,75,80,57,23,28,LAX,PHX,370,7,11,0,,0,0,0,0,0,23
2007,2,1,4,1741,1740,1956,2000,WN,1385,N696SW,75,80,63,-4,1,LAX,PHX,370,6,6,0,,0,0,0,0,0,0
2007,2,1,4,2120,2120,2334,2335,WN,1686,N742SW,74,75,57,-1,0,LAX,PHX,370,7,10,0,,0,0,0,0,0,0
2007,2,1,4,1024,950,1242,1205,WN,1759,N614SW,78,75,61,37,34,LAX,PHX,370,5,12,0,,0,34,0,3,0,0
2007,2,1,4,1309,1310,1540,1530,WN,1811,N715SW,91,80,57,10,-1,LAX,PHX,370,14,20,0,,0,0,0,0,0,0
2007,2,1,4,904,905,1131,1120,WN,1880,N332,87,75,66,11,-1,LAX,PHX,370,10,11,0,,0,0,0,0,0,0
2007,2,1,4,823,825,1034,1040,WN,1947,N459WN,71,75,58,-6,-2,LAX,PHX,370,6,7,0,,0,0,0,0,0,0
2007,2,1,4,1059,1050,1314,1310,WN,2087,N334,75,80,62,4,9,LAX,PHX,370,6,7,0,,0,0,0,0,0,0
2007,2,1,4,626,625,837,840,WN,2370,N746SW,71,75,55,-3,1,LAX,PHX,370,6,10,0,,0,0,0,0,0,0
2007,2,1,4,1358,1340,1618,1555,WN,2692,N410WN,80,75,65,23,18,LAX,PHX,370,6,9,0,,0,0,0,5,0,18
2007,2,1,4,635,635,756,750,WN,1043,N210WN,81,75,67,6,0,LAX,RNO,390,4,10,0,,0,0,0,0,0,0
2007,2,1,4,1759,1800,1911,1915,WN,1701,N246LV,72,75,60,-4,-1,LAX,RNO,390,4,8,0,,0,0,0,0,0,0
2007,2,1,4,1458,1355,1613,1515,WN,2159,N523,75,80,64,58,63,LAX,RNO,390,5,6,0,,0,5,0,0,0,53
2007,2,1,4,950,935,1426,1415,WN,864,N521,156,160,145,11,15,LAX,SAT,1210,5,6,0,,0,0,0,0,0,0
2007,2,1,4,624,625,725,730,WN,116,N673,61,65,52,-5,-1,LAX,SJC,308,2,7,0,,0,0,0,0,0,0
2007,2,1,4,741,740,843,845,WN,218,N473WN,62,65,53,-2,1,LAX,SJC,308,2,7,0,,0,0,0,0,0,0
2007,2,1,4,945,945,1045,1050,WN,229,N329SW,60,65,54,-5,0,LAX,SJC,308,1,5,0,,0,0,0,0,0,0
2007,2,1,4,2127,2130,2231,2235,WN,367,N440LV,64,65,52,-4,-3,LAX,SJC,308,3,9,0,,0,0,0,0,0,0
2007,2,1,4,1212,1215,1320,1320,WN,436,N748SW,68,65,51,0,-3,LAX,SJC,308,2,15,0,,0,0,0,0,0,0
2007,2,1,4,908,910,1009,1015,WN,569,N703SW,61,65,52,-6,-2,LAX,SJC,308,2,7,0,,0,0,0,0,0,0
2007,2,1,4,1039,1040,1140,1145,WN,789,N219WN,61,65,50,-5,-1,LAX,SJC,308,3,8,0,,0,0,0,0,0,0
2007,2,1,4,1930,1930,2031,2035,WN,921,N403WN,61,65,50,-4,0,LAX,SJC,308,3,8,0,,0,0,0,0,0,0
2007,2,1,4,2026,2030,2129,2135,WN,1089,N624SW,63,65,54,-6,-4,LAX,SJC,308,3,6,0,,0,0,0,0,0,0
2007,2,1,4,1858,1900,1959,2005,WN,1265,N302SW,61,65,51,-6,-2,LAX,SJC,308,2,8,0,,0,0,0,0,0,0
2007,2,1,4,1257,1255,1408,1400,WN,1482,N212WN,71,65,51,8,2,LAX,SJC,308,2,18,0,,0,0,0,0,0,0
2007,2,1,4,1456,1455,1555,1600,WN,1546,N429WN,59,65,50,-5,1,LAX,SJC,308,3,6,0,,0,0,0,0,0,0
2007,2,1,4,1601,1605,1704,1710,WN,1800,N352,63,65,52,-6,-4,LAX,SJC,308,3,8,0,,0,0,0,0,0,0
2007,2,1,4,1700,1700,1801,1805,WN,2852,N260WN,61,65,52,-4,0,LAX,SJC,308,2,7,0,,0,0,0,0,0,0
2007,2,1,4,634,635,928,920,WN,548,N601WN,114,105,100,8,-1,LAX,SLC,590,3,11,0,,0,0,0,0,0,0
2007,2,1,4,1149,1145,1431,1430,WN,925,N494WN,102,105,89,1,4,LAX,SLC,590,4,9,0,,0,0,0,0,0,0
2007,2,1,4,1556,1540,1841,1825,WN,1087,N619SW,105,105,95,16,16,LAX,SLC,590,3,7,0,,0,16,0,0,0,0
2007,2,1,4,2018,1945,2303,2230,WN,2423,N606SW,105,105,95,33,33,LAX,SLC,590,4,6,0,,0,11,0,0,0,22
2007,12,14,5,2258,2235,6,2336,DL,1574,N950DL,68,61,42,30,23,ATL,CHS,259,6,20,0,,0,23,0,7,0,0
2007,12,14,5,1816,1755,2100,2024,DL,1575,N642DL,164,149,103,36,21,PHL,ATL,665,10,51,0,,0,0,0,15,0,21
2007,12,14,5,2136,2121,2327,2310,DL,1575,N641DL,111,109,83,17,15,ATL,MIA,595,6,22,0,,0,0,0,2,0,15
2007,12,14,5,2202,2210,527,535,DL,1576,N6709,265,265,248,-8,-8,PDX,ATL,2172,8,9,0,,0,0,0,0,0,0
2007,12,14,5,925,925,1110,1116,DL,1577,N906DE,105,111,82,-6,0,IAD,ATL,533,7,16,0,,0,0,0,0,0,0
2007,12,14,5,1233,1220,1414,1407,DL,1577,N635DL,101,107,77,7,13,ATL,RSW,515,6,18,0,,0,0,0,0,0,0
2007,12,14,5,1854,1902,2037,2054,DL,1578,N629DL,103,112,78,-17,-8,PBI,ATL,545,13,12,0,,0,0,0,0,0,0
2007,12,14,5,832,837,1212,1230,DL,1579,N1402A,340,353,316,-18,-5,LAX,HNL,2556,3,21,0,,0,0,0,0,0,0
2007,12,14,5,1924,1915,2316,2306,DL,1581,N398DA,352,351,301,10,9,JFK,SLC,1989,6,45,0,,0,0,0,0,0,0
2007,12,14,5,542,545,850,900,DL,1582,N999DN,128,135,106,-10,-3,SAT,ATL,874,10,12,0,,0,0,0,0,0,0
2007,12,14,5,1645,1645,1758,1751,DL,1584,N917DL,73,66,42,7,0,ATL,CHS,259,6,25,0,,0,0,0,0,0,0
2007,12,14,5,828,825,959,949,DL,1585,N144DA,91,84,64,10,3,ATL,MCO,403,9,18,0,,0,0,0,0,0,0
2007,12,14,5,1942,1945,2124,2124,DL,1586,N985DL,162,159,136,0,-3,ATL,SAT,874,5,21,0,,0,0,0,0,0,0
2007,12,14,5,1631,1620,1910,1903,DL,1587,N953DL,159,163,109,7,11,JFK,CVG,589,7,43,0,,0,0,0,0,0,0
2007,12,14,5,1300,1301,1456,1500,DL,1588,N947DL,116,119,83,-4,-1,ATL,DTW,594,9,24,0,,0,0,0,0,0,0
2007,12,14,5,2149,2153,2323,2337,DL,1589,N3756,154,164,133,-14,-4,ATL,MSP,906,5,16,0,,0,0,0,0,0,0
2007,12,14,5,715,720,1024,1024,DL,1590,N908DL,129,124,103,0,-5,AUS,ATL,813,9,17,0,,0,0,0,0,0,0
2007,12,14,5,2152,2155,2400,9,DL,1591,N135DL,308,314,283,-9,-3,ATL,SFO,2139,5,20,0,,0,0,0,0,0,0
2007,12,14,5,2030,2035,2155,2153,DL,1596,N979DL,85,78,39,2,-5,ATL,CLT,227,4,42,0,,0,0,0,0,0,0
2007,12,14,5,1855,1858,2006,2010,DL,1597,N656DL,71,72,45,-4,-3,ATL,JAX,270,6,20,0,,0,0,0,0,0,0
2007,12,14,5,1141,1118,1335,1319,DL,1598,N665DN,114,121,94,16,23,ATL,PHL,665,5,15,0,,0,0,0,16,0,0
2007,12,14,5,900,905,1051,1100,DL,1600,N673DL,111,115,84,-9,-5,FLL,ATL,581,9,18,0,,0,0,0,0,0,0
2007,12,14,5,755,800,1306,1258,DL,1601,N934DL,191,178,144,8,-5,ABQ,ATL,1269,7,40,0,,0,0,0,0,0,0
2007,12,14,5,1510,1500,1756,1751,DL,1603,N926DL,166,171,121,5,10,JFK,ATL,760,9,36,0,,0,0,0,0,0,0
2007,12,14,5,1840,1840,2055,2056,DL,1603,N926DL,255,256,224,-1,0,ATL,TUS,1541,8,23,0,,0,0,0,0,0,0
2007,12,14,5,2129,2130,2246,2242,DL,1604,N3737C,77,72,50,4,-1,SLC,BOI,291,6,21,0,,0,0,0,0,0,0
2007,12,14,5,2111,2115,2317,2328,DL,1605,N6702,246,253,224,-11,-4,ATL,PHX,1587,6,16,0,,0,0,0,0,0,0
2007,12,14,5,557,600,859,859,DL,1606,N956DL,122,119,98,0,-3,MCI,ATL,692,7,17,0,,0,0,0,0,0,0
2007,12,14,5,942,945,1134,1140,DL,1606,N956DL,112,115,85,-6,-3,ATL,MIA,595,6,21,0,,0,0,0,0,0,0
2007,12,14,5,1540,1510,1526,1505,DL,1607,N907DL,46,55,27,21,30,ATL,BHM,134,3,16,0,,0,0,0,0,0,21
2007,12,14,5,711,710,916,911,DL,1608,N950DL,65,61,31,5,1,HSV,ATL,151,7,27,0,,0,0,0,0,0,0
2007,12,14,5,1618,1623,1610,1618,DL,1609,N961DL,52,55,26,-8,-5,ATL,BHM,134,9,17,0,,0,0,0,0,0,0
2007,12,14,5,1601,1547,1826,1745,DL,1610,N907DL,85,58,39,41,14,BHM,ATL,134,26,20,0,,0,0,0,27,0,14
2007,12,14,5,1905,1836,2025,1939,DL,1610,N907DL,140,123,104,46,29,ATL,MKE,669,5,31,0,,0,0,0,17,0,29
2007,12,14,5,728,730,825,834,DL,1611,N920DE,57,64,34,-9,-2,TYS,ATL,152,11,12,0,,0,0,0,0,0,0
2007,12,14,5,656,700,854,908,DL,1612,N667DN,118,128,86,-14,-4,ATL,PHL,665,19,13,0,,0,0,0,0,0,0
2007,12,14,5,1424,1430,1551,1604,DL,1613,N913DL,87,94,68,-13,-6,IND,ATL,432,6,13,0,,0,0,0,0,0,0
2007,12,14,5,1055,1100,1402,1400,DL,1614,N901DE,127,120,97,2,-5,DFW,ATL,732,15,15,0,,0,0,0,0,0,0
2007,12,14,5,554,600,732,751,DL,1615,N984DL,98,111,82,-19,-6,PIT,ATL,526,6,10,0,,0,0,0,0,0,0
